8f6c63b42b6d8220b7bb348b83e1722b0b10c2f4,DELETE,regular-file,k8s-on-ppc64le/resources/tensorflow-0.10.0rc0-cp27-none-linux_ppc64le-cuda8.whl,133,
0da746c3031bac0015c3738c219caf3ddf5b55a8,DELETE,regular-file,k8s-on-ppc64le/resources/tensorflow-0.10.0rc0-cp27-none-linux_ppc64le.whl,133,
